recall_number,status,classification,state,country,recalling_firm,product_description,reason_for_recall,voluntary_mandated,recall_initiation_date,report_date,termination_date
F-0577-2015,Terminated,Class II,WI,United States,Kerry Foods,"Kerry 52-0189-02 All Purpose Beef & Chicken Meatball Seasoning, Net WT 43.42 lbs (19.69 Kg) , B18517.01.","Kerry Ingredients is recalling two products, Italian Pork and Beef Meatball Seasoning, and Beef and Chicken Meatball Seasoning, because they were processed on the same equipment as Breakfast Sausage Seasoning which tested positive for Salmonella.  Kerry determined that the source of the Salmonella was an ingredient used in the Breakfast Sausage Seasoning.",Voluntary: Firm initiated,20140512,20141203,20170726
F-1634-2014,Terminated,Class III,NJ,United States,"International Foodsource, LLC","Valued Naturals Natural Coconut Net wt. 8oz (216.80g) Imported by Philippines   International Foodsource LLC 52 Richboynton Rd, Dover, NJ 07801    Packaged in 8 oz bag 12 per case.",NYSDAM Laboratory Analysis Reports has determined that Valued Naturals Natural Coconut contains 28.1 ppm sulfites.,Voluntary: Firm initiated,20131217,20140319,20141031
F-1427-2024,Terminated,Class II,NY,United States,FEEL GOOD FOODS INC,Cream Cheese Stuffed Plain Mini Bagels,Contains undeclared gluten,Voluntary: Firm initiated,20240410,20240703,20240701
F-1859-2013,Terminated,Class II,NH,United States,Contoocook Creamery,Butter (salted).  8oz round clear plastic tub and 5 gallon pail.  UPC Code 7 93573 09802 3.,Elevated coliform and standard plate count.,Voluntary: Firm initiated,20130517,20130911,20160414
F-3244-2015,Terminated,Class I,TX,United States,"Hardies Fruit & Vegetable Co., LP","FRESH ORIGINS Microgreens Celery NET WT 4 OZ San Marcos, CA 92069 packed in clear plastic clam shell.",Tested positive for Salmonella,Voluntary: Firm initiated,20150825,20150930,20160411
F-1218-2018,Terminated,Class II,MN,United States,Target Corporation,Ben & Jerry's Non Diary Coconut 7 layer 16 fl oz    UPC: 768406744668    Target item number: 288-7-2060,Shipping container from CA to HI was not held at proper temperature which could cause food items to be contaminated with spoilage organisms or pathogens,Voluntary: Firm initiated,20180327,20180509,20180503
F-0237-2024,Terminated,Class I,MD,United States,"FRESH IDEATION FOOD GROUP, LLC dba Fresh Creative Cuisine","Quick & Fresh, Tuna Salad Croissant, Net . Wt. 8 Oz. Single Serving, Keep refrigerated","On 02/03/2023, FRESH IDEATION FOOD GROUP, LLC dba Fresh Creative Cuisine of Baltimore, MD is  initiating a recall of  various products sold from January 24, 2023 through January 30, 2023 because the products have the potential to be contaminated with Listeria monocytogenes .",Voluntary: Firm initiated,20230203,20230322,20231017
F-1046-2019,Terminated,Class II,FL,United States,"Nutrafuels, Inc.","CTFO Pain Relief Oral Spray with pure CBD Hemp Oil isolate Dietary Supplement, 1oz/30ml.","Recalling firm's consignee conducted third party micro testing showing microbial contamination in specific lots of the following products: CTFO Sleep Support Oral Spray (Aspergillus), CTFO Pain Relief Oral Spray (total aerobic bacteria), and CTFO Weight Loss Oral Spray (Enterobacteriaceae).",Voluntary: Firm initiated,20190111,20190227,20190916
F-1239-2013,Terminated,Class II,MN,United States,Pan -O- Gold Baking Co,"Rye bread with the following brands:    Village Hearth , Rye Cottage Bread, NET WT 24 OZ ( 1 LB 8OZ) (680g) , East Coast Caraway Rye, NET WT 20 OZ (1 LB 4 OZ (567g) , PAN-O-GOLD VILLAGE HEARTH BAKER ST, ST. CLOUD, MN 56302.    	Cub Foods, Deli Rye, NET WT 16 OZ (1 LB) 454 g, Distributed by SUPERVALU INC., Eden prairie, MN 55344.    	Essential Everyday, Deli Rye Bread, NET WT 16 OZ (1 LB) 454 g Distributed by Supervalu Inc., Eden Prairie, MN 55344,                          Flvorite, Deli Rye, NET WT 16 OZ (1 lb) 454 g, Distributed by SUPERVALU INC., Eden prairie, MN 55344.    	Family Choice, Northern Rye Bread, NET WT 16OZ (1 LB) (454G), Seeded Bye Bread, NET WT 20 OZ (1 LB 4 OZ) (567g),  Unseeded Rye Bread, NET WT 20 OZ (1 LB 4 OZ) (567g), PAN-O-GOLD VILLAGE HEARTH BAKER ST, ST. CLOUD, MN 56302.    	Piggly Wiggly, Rye, Seeded Caraway Rye, NET WT 20 OZ (1LB 4 OZ) 568g., distributed by Piggly Wiggly LLC, Keene, NH 03431.    	Food  Club, Rye, NET WT 16 OZ (1 LB) 454g., Distributed by Topco Associates LLC, 7711 Gross Point Road, Skokie, ILL 60077.    	Shurfresh, Rye, Seeded Rye, Unseeded Rye, NET WT 16 OZ (1LB) 454g & 20 OZ (1LB 4 OZ) 567g., Distributed by Topco Associates LLC, 7711 Gross Point Road, Skokie, ILL 60077.",A recall has been initiated by Pan-O-Gold Baking Co. after they were notified by Dakota Specialty Milling of a potential foreign material (stainless steel wire from disintegrated sifter screen) risk to the rye flour Pan O Gold uses as an ingredient in all of their rye breads.,Voluntary: Firm initiated,20130206,20130327,20130404
F-1900-2017,Terminated,Class III,CA,United States,Lian Hwa Foods (USA) Inc.,"Good Plenty Brand Supreme Abalone Noodles, 21.2 oz. box.  Each box contains Retort pouch of Noodles and Abalone.  These two pouches are packed together in the box; 10 boxes per case.","During an FDA foreign inspection, it was discovered that Wheat was not properly declared on the product labeling. Wheat is an ingredient in the noodles contained in the product. Wheat is listed in the Contains statement.",Voluntary: Firm initiated,20170214,20170419,20170501
F-2397-2015,Terminated,Class II,PA,United States,Reaction Nutrition LLC,"RN BlueChip: Glutamine, L-Glutamine Powder, 400 grams, Distributed by Reaction Nutrition, Carnegie, PA",Work out support nutritional supplements manufactured on shared equipment may contain unknown amounts of whey protein and soy.,Voluntary: Firm initiated,20150415,20150617,20181121
H-0255-2025,Terminated,Class II,MI,United States,C SWEET PASTRY LLC,"C Sweet Sweet Kaak 12 oz.,  UPC 721782348912",Undeclared wheat,Voluntary: Firm initiated,20250625,20250716,20250812
F-1343-2013,Terminated,Class II,NJ,United States,Ozone Confection & Bakers Supply Co.,"Assorted Non-Pareil Seeds; Ozone Confectioners, Elmwood Park, New Jersey 07407.  Non-Pareil Seeds, 10 LBS. Net","Undeclared FD&C Colors Yellow #5, Yellow #6, Red #3, Red #40, Blue #1 and Blue #2.",Voluntary: Firm initiated,20130307,20130501,20130701
F-2176-2015,Terminated,Class II,FL,United States,Cott Beverages Inc.,Inked Mango Energy Drink,May contain a trace amount of Tree Nuts (walnut) which is not listed in the ingredient list,Voluntary: Firm initiated,20150224,20150513,20180823
F-1492-2024,Terminated,Class III,NY,United States,Tiffany Food Corp.,"Sweet Preserved Dried Plums; Farmer's Grange; Series Food; 88g; Plastic synthetic (flexible) package; INGREDIENTS: Plum, Salt, Sugar, ADDITIVES: Clove, Cinnamon, Liquorice, Citric acid, Red #40.; Product contains sulfite; PRODUCT OF CHINA (T.F.C).",Product contains undeclared cyclamates.,Voluntary: Firm initiated,20240418,20240731,20250314
F-0875-2018,Terminated,Class II,MI,United States,"Meijer Distribution, Inc",Meijer Greek Yogurt 0% Blueberry 5.3 oz.    The products are packaged in a plastic cup with a foil seal and a label listing the above-mentioned UPCs.,The firm is announcing a voluntary recall of select Meijer branded Greek and Low-fat yogurt as a precautionary measure due to the potential risk of small particles of glass.,Voluntary: Firm initiated,20180205,20180307,20180626
F-1020-2014,Terminated,Class I,WI,United States,"Garden-Fresh Foods, Inc.","Garden-Fresh,	Red Cabbage Shredded,	1/5 lb.,		0 11596 50590,  	Manufactured on 10/28/2013 - 11/6/2013;  Garden-Fresh,	Red Cabbage Shredded	4/5 lb.,		0 11596 50592 3,	10/28/2013 - 11/6/2013;","Garden-Fresh Foods is recalling various cut vegetables,  ready-to-eat salads, slaw, spread and dip products sold under various brands and code dates manufactured prior to November 06, 2013  because they may be contaminated with Listeria monocytogenes.",Voluntary: Firm initiated,20131107,20131225,20151029
F-0792-2023,Terminated,Class II,MN,United States,"Cargill, Inc         Corporate Headquarters","PROSANTE TVGPTN 12BF7 MNCD 50LB BG/36P, paper bag",Products with a gluten free claim may contain gluten levels above 20 ppm.,Voluntary: Firm initiated,20230330,20230510,20230608
F-0168-2018,Terminated,Class I,CA,United States,"Mann Packing Company, Inc.","Mann's Family Favorites Broccoli Cauliflower Florets, 16 oz bags - UPC  716519012174- US    12 oz bags - UPC 716519013034 - US and Canada    Also sold under brand names of:  US  Archer Farms - 12 oz. bag:  UPC - 085239341148    HEB - 12 oz. bag  UPC - 4122097503    Signature Farms -   12 oz. bags  UPC - 021130983407  28 oz. bags  UPC -021130984497     Walmart - 12 oz. bag  UPC 681131328852-",CFIA sampled one salad product which resulted in a positive result for Listeria monocytogenes.,Voluntary: Firm initiated,20171019,20171115,20171205
F-2059-2016,Terminated,Class II,PR,United States,"Productos La Finca, Inc.","Product label reads in part: ""MR.SPECIAL PANCAKES***PANCAKES & WAFFLE MIX***Peso Neto/Net Weight 11 gr""",Undeclared allergen: Soy lecithin,Voluntary: Firm initiated,20160712,20160914,20170703
H-0366-2026,Terminated,Class II,NY,United States,D. Coluccio & Sons Inc.,Sapori Amaretti Almonds 175 g Cookies,Contains elevated levels of hydrocyanic acid,Voluntary: Firm initiated,20251214,20260114,20260430
F-0492-2019,Terminated,Class I,FL,United States,Working Cow Homemade Inc.,"Coffee House Crunch Ice Cream, 3 gallons",Products may be contaminated with  Listeria monocytogenes.,Voluntary: Firm initiated,20180928,20181121,20190426
F-1602-2016,Terminated,Class II,TN,United States,"Grain Craft, Inc.","Donut Flour, Net Wgt. 50 lbs. (22.68 kgs.), Mfg. By: Grain Craft, Birmingham, AL 35214.",Possible Peanut Protein contamination.,Voluntary: Firm initiated,20160524,20160713,20170119
F-1671-2022,Terminated,Class I,CA,United States,"Lyons Magnus, Inc","kate farms Peptide  1.5 Cal/mL, Plain, Sole-Source Nutrition Formula.  325 mL (11 fl oz) UPC  8 51823-00646 1.  12 count case UPC 00851823006379.  Shake Well.  A ready-to-use oral and tube feeding formula with enzymatically hydrolyzed organic pea protein.  Made for Kate Farms, Inc., 101 Innovation Place, Santa Barbara, CA  93708",Findings and potential for Cronobacter sakazakii and Clostridium botulinum.,Voluntary: Firm initiated,20220722,20220907,20240725
F-2433-2016,Terminated,Class I,IL,United States,Treehouse Foods,"UPC 041498205379,	Southern Grove Tuscan Trail Mix, Best By/Date Code: 4/28/2017 .",TreeHouse Foods is recalling products that may be impacted by sunflower seeds  contaminated with Listeria monocytogenes.,Voluntary: Firm initiated,20160503,20161012,20170815
F-0738-2020,Terminated,Class II,OR,United States,"Lanvin French Bakery, LLC","Deep-fried Donut (Banh Tieu) 3.2-ounce package in clear plastic bag, no UPC, no brand.    Product is labeled in part, ""BANH TIEU***Ingredients: bread flour, sugar, baking powder, salt, sesame seed, water, shortening oil.***Lanvin French Bakery***"".",Undeclared wheat and soybean oil.,Voluntary: Firm initiated,20200212,20200304,20200605
F-0369-2017,Terminated,Class II,NY,United States,"Roland Foods, LLC.","Roland¿ Preserved Lemons, NET WT. 12.35 OZ., and Roland¿ PRESERVED LEMONS - BELDI, NET WT. 13 OZ., Item UPC 4122461002 and Case UPC 10041224610023 -- PACKED EXCLUSIVELY FOR ROLAND FOODS LLC, NEW YORK, NY 10010 --- The product is packed in a glass jar.",The product contains undeclared sulfites based on sampling and analysis by New York State Department of Agriculture and Markets and private laboratory testing.,Voluntary: Firm initiated,20161011,20161109,20180618
F-1572-2016,Terminated,Class I,IA,United States,Hy-Vee Stores Inc,"Whole wheels and cuts of Maytag blue cheese re-packaged in foil or clear plastic wrap with scale labels in various weights.  Product was labeled as Maytag Blue Raw Milk, Maytag Blue, or Maytag Iowa Blue Cheese with PLU numbers beginning with 854089001.",Product may be contaminated with Listeria monocytogenes.,Voluntary: Firm initiated,20160303,20160907,20160826
H-0932-2026,Ongoing,Class II,FL,United States,Galaxy RG Corp,"Marquesita de Chocolate y Vainilla [image] Delighted Flavored Cakes The Original, Net Wt. 16 oz, packaged in a transparent and rigid plastic clamshell container, one unit per container. KEEP REFRIGERATED. UPC 824790852706","Undeclared colors (Yellow #5, Yellow #6, and/or Red #40).",Voluntary: Firm initiated,20260403,20260617,
F-1858-2019,Terminated,Class II,MA,United States,"C & S Wholesale Grocers, Inc.",SABRA ROASTED RED PEPPER HUMMUS SINGLES - 6PK  UPC: 4082234273,Products were not held at an appropriate temperature due to a mechanical malfunction during transportation.,Voluntary: Firm initiated,20190617,20190731,20190731
H-0417-2026,Ongoing,Class II,CA,United States,BHARAT BAZAR,"SOMA KITCHEN NATURAL ASAFOETIDA Net Wt. 4 oz (0.25 lb) Product of India Manufactured for and Imported by: Bharat Bazar, Fremont, CA 94539 Use by : JULY-2027 Lot : NATL/ASFTP/G/24 (BB/ASFTP/G/24) UPC : 4 973993 173586 Ingredients :- Natural Hing",Undeclared wheat.,Voluntary: Firm initiated,20251205,20260204,
F-1098-2022,Terminated,Class II,PA,United States,DYMSKI PIEROGI LLC,Cheese & Scallion Pierogi  Grandma s Cuisine Cheese & Scallion Pierogi UPC: 8 67355 00040 2	16oz (454g) / 1 dozen,Undeclared milk,Voluntary: Firm initiated,20220506,20220608,20221025
F-1836-2014,Terminated,Class I,MN,United States,Parkers Farm Inc,Bacon Cold Pack Cheese sold under the following sizes and brands:    1.   Parkers Farm or Parkers label in 8 ounce (14002) and 14 ounce (17002) cups with snap on lid; 5 lb. Cheeseball Base - Bacon (14441) and 10 lb. (61760) pail with snap on lid;     2.  Bucky Badger in 8 oz. (31611) and 14 oz. (41611) cups with snap on lid.,"Various Peanut butters, cheese spreads, cold pack cheese, salsa, cheese balls/logs have the potential to be contaminated with Listeria monocytogenes.",Voluntary: Firm initiated,20140321,20140423,20151021
F-1916-2013,Terminated,Class III,CA,United States,Healthmaxx Global Inc.,"Dietary Supplements under the same formulation, Labeled and Packaged in the Following:    MAX Brand Proste-Support, 150 Count Tablets.  Product labeling reads in part:""Manufactured for: HealthMax Products Inc. Altadena, CA 91001***"".","In response to a FDA inspection, the firm initiated this voluntary recall of various dietary supplements due to the following problems of mislabeling: 1) product named on the label is not actual product contained; 2)ingredients listed are not actual ingredients contained.",Voluntary: Firm initiated,20130610,20131002,20141114
F-2581-2017,Terminated,Class II,CA,United States,Lyrical Foods Inc,"Kite Hill Almond Yogurt, Peach,  NET WT.  5.3 oz (150G)    Case UPC: 8-56624-00415-9    Distributed by Lyrical Foods, Hayward, CA.",Lyrical Foods is voluntarily recalling four flavors of Kite Hill Almond Yogurt with best by dates 07/03/17 and 07/04/17 as some of these packages have spoiled before the best by date.,Voluntary: Firm initiated,20170607,20170719,20170814
